"Phoenix",""
"San_Diego",""
"St._Louis",""
"New_Orleans",""
"Dallas",""
"Boston",""
"Tampa",""
"Philadelphia",""
"Detroit",""
"San_Francisco",""
"Denver",""
"Houston",""
"Miami",""
"Atlanta",""
"Chicago",""
"Los_Angeles",""
"Washington,_D.C.",""
"New_York",""
"Bielefeld",""
"Dortmund",""
"Duisburg",""
"Wuppertal",""
"Essen",""
"Karlsruhe",""
"Heidelberg",""
"Augsburg",""
"Chemnitz",""
"Bonn",""
"Dusseldorf",""
"Mannheim",""
"Wiesbaden",""
"Hannover",""
"Koblenz",""
"Saarbrucken",""
"Leipzig",""
"Stuttgart",""
"Bremen",""
"Nurnberg",""
"Cologne",""
"Dresden",""
"Frankfurt",""
"Hamburg",""
"Munich",""
"London_Ca",""
"Windsor",""
"Winnipeg",""
"Calgary",""
"Ottawa",""
"Quebec",""
"Halifax",""
"Edmonton",""
"Montreal",""
"Vancouver",""
"Toronto",""
"Cranbourne",""
"Gold_Coast",""
"Canberra",""
"Newcastle",""
"Adelaide",""
"Brisbane",""
"Perth",""
"Melbourne",""
"Sydney",""
"Bregenz",""
"Eisenstadt",""
"Wiener_Neustadt",""
"Graz",""
"Klagenfurt",""
"Linz",""
"Salzburg",""
"Innsbruck",""
"Jihlava",""
"Plzen",""
"Otrokovice",""
"Kudowa-Zdroj",""
"Klingenthal",""
"Trinec",""
"Klasterec_nad_Ohri",""
"Pelhrimov",""
"Chrudim",""
"Pardubice",""
"Hradec_Kralove",""
"Havlickuv_Brod",""
"Zdar_nad_Sazavou",""
"Velke_Mezirici",""
"Svitavy",""
"Moravska_Trebova",""
"Ceska_Trebova",""
"Usti_nad_Orlici",""
"Vysoke_Myto",""
"Trebic",""
"Nachod",""
"Jicin",""
"Vrchlabi",""
"Trutnov",""
"Dvur_Kralove_nad_Labem",""
"Rychnov_nad_Kneznou",""
"Turnov",""
"Liberec",""
"Jablonec_nad_Nisou",""
"Ceska_Lipa",""
"Novy_Bor",""
"Usti_nad_Labem",""
"Teplice",""
"Bilina",""
"Most",""
"Litvinov",""
"Zatec",""
"Louny",""
"Kadan",""
"Jirkov",""
"Chomutov",""
"Varnsdorf",""
"Rumburk",""
"Decin",""
"Roudnice_nad_Labem",""
"Litomerice",""
"Kromeriz",""
"Holesov",""
"Uhersky_Brod",""
"Vsetin",""
"Valasske_Mezirici",""
"Roznov_pod_Radhostem",""
"Zlin",""
"Marianske_Lazne",""
"Cheb",""
"As",""
"Ostrov",""
"Karlovy_Vary",""
"Sokolov",""
"Chodov",""
"Ceske_Budejovice",""
"Cesky_Krumlov",""
"Jindrichuv_Hradec",""
"Pisek",""
"Prachatice",""
"Strakonice",""
"Tabor",""
"Jesenik",""
"Sternberk",""
"Unicov",""
"Olomouc",""
"Prostejov",""
"Prerov",""
"Hranice",""
"Sumperk",""
"Zabreh",""
"Domazlice",""
"Susice",""
"Klatovy",""
"Rokycany",""
"Tachov",""
"Vlasim",""
"Benesov",""
"Beroun",""
"Slany",""
"Kladno",""
"Kolin",""
"Kutna_Hora",""
"Neratovice",""
"Melnik",""
"Kralupy_nad_Vltavou",""
"Mlada_Boleslav",""
"Podebrady",""
"Nymburk",""
"Brandys_nad_Labem-Stara_Boleslav",""
"Pribram",""
"Rakovnik",""
"Krnov",""
"Bruntal",""
"Frydek-Mistek",""
"Cesky_Tesin",""
"Orlova",""
"Karvina",""
"Havirov",""
"Bohumin",""
"Novy_Jicin",""
"Koprivnice",""
"Frenstat_pod_Radhostem",""
"Opava",""
"Hlucin",""
"Ostrava",""
"Boskovice",""
"Blansko",""
"Brno",""
"Breclav",""
"Veseli_nad_Moravou",""
"Hodonin",""
"Kyjov",""
"Vyskov",""
"Znojmo",""
"Praha",""
"Rejdice",""
"Uherske_Hradiste",""
"Hejnice",""
"Angers",""
"Clermont-Ferrand",""
"Melun",""
"Saint-Etienne",""
"Grenoble",""
"Caen",""
"Nantes",""
"Toulon",""
"Montpellier",""
"Nimes",""
"Dijon",""
"Tours",""
"Orleans",""
"Rouen",""
"Reims",""
"Mulhouse",""
"Nancy",""
"Metz",""
"Rennes",""
"Nice",""
"Toulouse",""
"Limoges",""
"Lille",""
"Strasbourg",""
"Bordeaux",""
"Marseille",""
"Le_Havre",""
"Lyon",""
"Modena",""
"Reggio_di_Calabria",""
"Caserta",""
"Como",""
"Treviso",""
"Parma",""
"Bologna",""
"Cagliari",""
"Pisa",""
"Livorno",""
"Salerno",""
"Bari",""
"Foggia",""
"Lecce",""
"Taranto",""
"Messina",""
"Pescara",""
"Bergamo",""
"Trieste",""
"Verona",""
"Turin",""
"Genoa",""
"Florence",""
"Catania",""
"Venice",""
"Palermo",""
"Naples",""
"Milan",""
"Marbella",""
"Mataro",""
"Gijon",""
"Vitoria",""
"Almeria",""
"Malaga",""
"Albacete",""
"Santander",""
"Salamanca",""
"Burgos",""
"Cartagena",""
"Oviedo",""
"San_Sebastian",""
"Alicante",""
"Castello",""
"Cadiz",""
"Granada",""
"Murcia",""
"La_Coruna",""
"Pamplona",""
"Valladolid",""
"Palma",""
"Zaragoza",""
"Cordoba",""
"Vigo",""
"Bilbao",""
"Seville",""
"Valencia",""
"Barcelona",""
"-99",""
"tt",""
"vu",""
"Saaremaa",""
"Aland",""
"Gotland",""
"Zealand",""
"Lofoten",""
"Vesteralen",""
"Rhodes",""
"Crete",""
"Malta",""
"Menorca",""
"Mallorca",""
"Ibiza",""
"Lesbos",""
"Kolguyev_I.",""
"Sardegna",""
"Corse",""
"Sicilia",""
"IRELAND",""
"GREAT_BRITAIN",""
"ICELAND",""
"Valletta",""
"Sunderland",""
"Southampton",""
"Bristol",""
"Bournemouth",""
"Southend",""
"Reading",""
"Leicester",""
"Bradford",""
"Sheffield",""
"Middlesbrough",""
"Coventry",""
"Kingston_upon_Hull",""
"Brighton",""
"Portsmouth",""
"Nottingham",""
"Stoke",""
"Edinburgh",""
"Liverpool",""
"Cardiff",""
"Leeds",""
"Manchester",""
"Belfast",""
"Glasgow",""
"sk-bl",""
"sk-bc",""
"sk-zi",""
"sk-ni",""
"sk-tc",""
"sk-ta",""
"sk-ki",""
"sk-pv",""
"Zvolen",""
"Handlova",""
"Puchov",""
"Surany",""
"Galanta",""
"Povazska_Bystrica",""
"Martin",""
"Kezmarok",""
"Topolcany",""
"Banska_Stiavnica",""
"Partizanske",""
"Hlohovec",""
"Levoca",""
"Myjava",""
"Michalovce",""
"Samorin",""
"Humenne",""
"Sabinov",""
"Dubnica_nad_Vahom",""
"Snina",""
"Rimavska_Sobota",""
"Malacky",""
"Dolny_Kubin",""
"Roznava",""
"Kolarovo",""
"Zilina",""
"Kysucke_Nove_Mesto",""
"Holic",""
"Trencin",""
"Spisska_Nova_Ves",""
"Trebisov",""
"Revuca",""
"Banovce_nad_Bebravou",""
"Stara_Lubovna",""
"Zlate_Moravce",""
"Komarno",""
"Lucenec",""
"Bardejov",""
"Skalica",""
"Velky_Krtis",""
"Piestany",""
"Sturovo",""
"Brezno",""
"Presov",""
"Filakovo",""
"Stropkov",""
"Dunajska_Streda",""
"Nove_Mesto_nad_Vahom",""
"Cadca",""
"Pezinok",""
"Trnava",""
"Ruzomberok",""
"Liptovsky_Mikulas",""
"Banska_Bystrica",""
"Nova_Dubnica",""
"Senec",""
"Detva",""
"Prievidza",""
"Nove_Zamky",""
"Svidnik",""
"Sered",""
"Vranov_nad_Toplou",""
"Ziar_nad_Hronom",""
"Poprad",""
"Nitra",""
"Levice",""
"Bytca",""
"Moldava_nad_Bodvou",""
"Kosice",""
"Sala",""
"Senica",""
"TIERRA_DEL_FUEGO",""
"Nova_Scotia",""
"Vancouver_Island",""
"VICTORIA_ISLAND",""
"LABRADOR",""
"ELLESMERE_ISLAND",""
"BAFFIN_ISLAND",""
"ISLAND_OF_NEWFOUNDLAND",""
"SULAWESI",""
"JAVA",""
"MINDANAO",""
"LUZON",""
"TAIWAN",""
"KYUSHU",""
"SHIKOKU",""
"HOKKAIDO",""
"SAKHALIN",""
"SRI_LANKA",""
"TASMANIA",""
"NEW_GUINEA",""
"BORNEO",""
"SUMATRA",""
"HONSHU",""
"GREENLAND",""
"MADAGASCAR",""
"SOUTH_ISLAND",""
"NORTH_ISLAND",""
"ETHIOPIAN_HIGHLANDS",""
"ZAGROS_MOUNTAINS",""
"ALTAY_MOUNTAINS",""
"GREATER_KHINGAN_RANGE",""
"STANOVOY_RANGE",""
"CHAINE_ANNAMITIQUE",""
"Siwalik_Hills",""
"PAMIRS",""
"HINDU_KUSH",""
"KARAKORAM_RA.",""
"KUNLUN_MOUNTAINS",""
"ATLAS_MOUNTAINS",""
"APPALACHIAN_MTS.",""
"BROOKS_RANGE",""
"COAST_MOUNTAINS",""
"CASCADE_RANGE",""
"ALASKA_RANGE",""
"GREAT_DIVIDING_RANGE",""
"TIAN_SHAN",""
"URAL_MOUNTAINS",""
"HIMALAYAS",""
"ANDES",""
"ROCKY_MOUNTAINS",""
"Brahmaputra",""
"Mekong",""
"Ob",""
"Danube",""
"Parana",""
"Congo",""
"Lena",""
"Chang_(Yangtze)",""
"Nile",""
"Amazon",""
"Mississippi",""
"Lake_Baikal",""
"Lake_Winnipeg",""
"Great_Slave_Lake",""
"L._Ontario",""
"L._Erie",""
"Lake_Superior",""
"Lake_Victoria",""
"Lake_Ladoga",""
"Balqash_Koli",""
"Lake_Tanganyika",""
"Lake_Malawi",""
"Aral_Sea",""
"Vanern",""
"Lago_de_Nicaragua",""
"Lago_Titicaca",""
"Lake_Winnipegosis",""
"Lake_Onega",""
"Great_Bear_Lake",""
"Reindeer_Lake",""
"Lake_Huron",""
"Lake_Michigan",""
"Tunis",""
"Baku",""
"Hanoi",""
"Ankara",""
"Sanaa",""
"Damascus",""
"Khartoum",""
"Pyongyang",""
"Dar_es_Salaam",""
"Havana",""
"Kuwait",""
"Santo_Domingo",""
"Accra",""
"Tripoli",""
"Tel_Aviv-Yafo",""
"Abidjan",""
"Brasilia",""
"Dhaka",""
"Luanda",""
"Algiers",""
"Rangoon",""
"Caracas",""
"Tashkent",""
"Bangkok",""
"Lima",""
"Dakar",""
"Johannesburg",""
"Casablanca",""
"Seoul",""
"Manila",""
"Monterrey",""
"Urumqi",""
"Chengdu",""
"Osaka",""
"Kinshasa",""
"Bangalore",""
"Baghdad",""
"Addis_Ababa",""
"Tehran",""
"Buenos_Aires",""
"Kabul",""
"Taipei",""
"Istanbul",""
"Riyadh",""
"Cape_Town",""
"Mexico_City",""
"Lagos",""
"Beijing",""
"Nairobi",""
"Jakarta",""
"Bogota",""
"Cairo",""
"Shanghai",""
"Tokyo",""
"Mumbai",""
"Santiago",""
"Kolkata",""
"Rio_de_Janeiro",""
"Sao_Paulo",""
"Singapore",""
"Hong_Kong",""
"Bir_Lehlou",""
"Moroni",""
"Kigali",""
"Mbabane",""
"Juba",""
"Dodoma",""
"Laayoune",""
"Djibouti",""
"Banjul",""
"Porto-Novo",""
"Bujumbura",""
"Lome",""
"Lusaka",""
"Harare",""
"Kampala",""
"Niamey",""
"Freetown",""
"Bloemfontein",""
"Pretoria",""
"Rabat",""
"Maputo",""
"Mogadishu",""
"Windhoek",""
"Abuja",""
"Maseru",""
"Antananarivo",""
"Ndjamena",""
"Malabo",""
"Asmara",""
"Lilongwe",""
"Libreville",""
"Nouakchott",""
"Bamako",""
"Conakry",""
"Yamoussoukro",""
"Bangui",""
"Yaounde",""
"Gaborone",""
"Ouagadougou",""
"Hargeysa",""
"Sao_Tome",""
"Monrovia",""
"HAINAN",""
"TIMOR",""
"Palawan",""
"Bohol",""
"Negros",""
"Leyte",""
"Samar",""
"Panay",""
"Mindoro",""
"Melekeok",""
"Doha",""
"Baguio_City",""
"Putrajaya",""
"Manama",""
"Abu_Dhabi",""
"Ashgabat",""
"Dili",""
"Dushanbe",""
"Islamabad",""
"Kathmandu",""
"Muscat",""
"Colombo",""
"Ulaanbaatar",""
"Amman",""
"Bishkek",""
"Beirut",""
"Tbilisi",""
"Astana",""
"Vientiane",""
"Bandar_Seri_Begawan",""
"Yerevan",""
"Phnom_Penh",""
"Thimphu",""
"Naypyidaw",""
"Male",""
"Jerusalem",""
"Nicosia",""
"Kuala_Lumpur",""
"Dubai",""
"New_Delhi",""
"Port-of-Spain",""
"Roseau",""
"Bridgetown",""
"Kingstown",""
"Castries",""
"Basseterre",""
"Saint_George's",""
"Saint_John's",""
"Tegucigalpa",""
"Port-au-Prince",""
"Managua",""
"Panama_City",""
"San_Salvador",""
"Kingston",""
"Guatemala",""
"Belmopan",""
"Nassau",""
"Funafuti",""
"Tarawa",""
"Port-Vila",""
"Port_Moresby",""
"Honiara",""
"Wellington",""
"Suva",""
"Auckland",""
"Montevideo",""
"Georgetown",""
"Paramaribo",""
"Asuncion",""
"Quito",""
"Sucre",""
"La_Paz",""
"Sumava",""
"Krusne_hory",""
"Ceske_Stredohori",""
"Krkonose",""
"Jizerske_hory",""
"Orlicke_hory",""
"Hruby_Jesenik",""
"Beskydy",""
"Ceskomoravska_vrchovina",""
"Bile_Karpaty",""
"Cesky_les",""
"Drahanska_vrchovina",""
"Rychlebske_hory",""
"Nizky_Jesenik",""
"Plzenska_pahorkatina",""
"Novohradske_hory",""
"Chriby",""
"Doupovske_hory",""
"Brdy",""
"Jestedsko-kozakovsky_hrbet",""
"Luzicke_hory",""
"Javorniky",""
"Stredoceska_pahorkatina",""
"Labe",""
"Vltava",""
"Ohre",""
"Berounka",""
"Sazava",""
"Otava",""
"Morava",""
"Orlice",""
"Odra",""
"Ostravice",""
"Dyje",""
"Svratka",""
"Svitava",""
"Jizera",""
"Uslava",""
"Uhlava",""
"Radbuza",""
"Mze",""
"Becva",""
"Daugava_(Zapadnaya_Dvina)",""
"Dniester",""
"Drava",""
"Duero",""
"Ebro",""
"Elbe",""
"Garonne",""
"Loire",""
"Oder",""
"Po",""
"Seine",""
"Svernaya_Dvina",""
"Thames",""
"Vistula",""
"Vychegda",""
"Rhine",""
"Volga",""
"Don",""
"Dalalven",""
"Kama",""
"Tajo",""
"Tisa",""
"Dnepre",""
"Rhone",""
"Glomma",""
"Kemijoki",""
"Sukhona",""
"Luznice",""
"Ganges",""
"Yenisey",""
"Missouri",""
"Yukon",""
"Orinoco",""
"Niger",""
"Zambezi",""
"Rio_Grande",""
"Mackenzie",""
"Huang",""
"Darling",""
"Orange",""
"Tigris",""
"Amu_Darya",""
"Euphrates",""
"Indus",""
"Amur",""
"Murray",""
"St._Lawrence",""
"Syr_Darya",""
"Yangtze",""
"Senegal",""
"Limpopo",""
"Okawango",""
"Ubangi",""
"Chari",""
"Baja_California",""
"Baja_California_Sur",""
"Coahuila",""
"Chihuahua",""
"Durango",""
"Sinaloa",""
"Sonora",""
"Zacatecas",""
"Nuevo_Leon",""
"San_Luis_Potosi",""
"Tamaulipas",""
"Aguascalientes",""
"Colima",""
"Jalisco",""
"Michoacan",""
"Nayarit",""
"Campeche",""
"Oaxaca",""
"Puebla",""
"Tabasco",""
"Tlaxcala",""
"Distrito_Federal",""
"Guanajuato",""
"Guerrero",""
"Hidalgo",""
"Mexico",""
"Morelos",""
"Queretaro",""
"Veracruz",""
"Chiapas",""
"Quintana_Roo",""
"Yucatan",""
"city-Gomez_Palacio",""
"city-Reynosa",""
"city-Tlaxcala",""
"city-Irapuato",""
"city-Celaya",""
"city-Nezahualcoyotl",""
"city-Orizaba",""
"city-Xalapa",""
"city-Mazatlan",""
"city-Morelia",""
"city-Tepic",""
"city-Pachuca",""
"city-Toluca",""
"city-Saltillo",""
"city-Ciudad_Juarez",""
"city-Durango",""
"city-Aguascalientes",""
"city-Villahermosa",""
"city-Cuernavaca",""
"city-Queretaro",""
"city-Mexicali",""
"city-Torreon",""
"city-Culiacan",""
"city-Hermosillo",""
"city-San_Luis_Potosi",""
"city-Matamoros",""
"city-Nuevo_Laredo",""
"city-Oaxaca",""
"city-Leon",""
"city-Tijuana",""
"city-Chihuahua",""
"city-Tampico",""
"city-Acapulco",""
"city-Veracruz",""
"city-Tuxtla_Gutierrez",""
"city-Cancun",""
"city-Merida",""
"city-Guadalajara",""
"city-Puebla",""
"city-Monterrey",""
"city-Mexico_City",""
"Santa_Cruz",""
"Tierra_del_Fuego-state",""
"San_Juan",""
"Chubut",""
"Mendoza",""
"Neuquen",""
"La_Pampa",""
"Rio_Negro",""
"San_Luis",""
"Catamarca",""
"Jujuy",""
"La_Rioja",""
"Salta",""
"Santiago_del_Estero",""
"Tucuman",""
"Chaco",""
"Formosa",""
"Corrientes",""
"Entre_Rios",""
"Santa_Fe",""
"Misiones",""
"Ciudad_de_Buenos_Aires",""
"city-Corrientes",""
"city-La_Plata",""
"city-San_Luis",""
"city-San_Salvador_de_Jujuy",""
"city-Santiago_del_Estero",""
"city-Resistencia",""
"city-San_Juan",""
"city-Salta",""
"city-San_Miguel_de_Tucuman",""
"city-Santa_Fe",""
"city-Rosario",""
"city-Mendoza",""
"city-Mar_del_Plata",""
"city-Cordoba",""
"city-Posadas",""
"city-Buenos_Aires",""
"Goias",""
"Pernambuco",""
"Acre",""
"Amazonas",""
"Maranhao",""
"Para",""
"Rondonia",""
"Tocantins",""
"Mato_Grosso_do_Sul",""
"Minas_Gerais",""
"Mato_Grosso",""
"Rio_Grande_do_Sul",""
"Parana-state",""
"Santa_Catarina",""
"Ceara",""
"Piaui",""
"Alagoas",""
"Bahia",""
"Espirito_Santo",""
"Paraiba",""
"Rio_de_Janeiro-state",""
"Rio_Grande_do_Norte",""
"Sergipe",""
"Roraima",""
"Amapa",""
"Niteroi",""
"Vitoria-Brazil",""
"Vila_Velha",""
"Santos",""
"Sao_Luis",""
"Belo_Horizonte",""
"Maceio",""
"Natal",""
"Campinas",""
"Manaus",""
"Florianopolis",""
"Belem",""
"Porto_Alegre",""
"Curitiba",""
"Fortaleza",""
"Salvador",""
"Goiania",""
"Recife",""
"gf",""
"Bebrava",""
"Biela_Orava",""
"Biela_Voda",""
"Biely_Vah",""
"Blh",""
"Bodrog",""
"Bodva",""
"Cirocha",""
"Cierna_Voda",""
"Cierny_Vah",""
"Dudvah",""
"Dunaj",""
"Dunajec",""
"Hnilec",""
"Hornad",""
"Hron",""
"Ida",""
"Ipel",""
"Krupinica",""
"Kysuca",""
"Laborec",""
"Latorica",""
"Maly_Dunaj",""
"Nitrica",""
"Ondava",""
"Orava",""
"Rajcanka",""
"Rimava",""
"Rudava",""
"Sikenica",""
"Slana",""
"Stara_Nitra",""
"Topla",""
"Torysa",""
"Trnavka",""
"Turiec",""
"Uh",""
"Vah",""
"Vlara",""
"Zitava",""
"Ryn",""
"Lech",""
"Inn",""
"Ill",""
"Salzach",""
"Pinka",""
"Litava",""
"Malse",""
"Travna",""
"Kremze",""
"Enze",""
"Salza",""
"Lavant",""
"Gail",""
"Mura",""
"Murz",""
"Raba",""
"Bela_(Cechy)",""
"Bela_(Morava)",""
"Blanice_(J._Cechy)",""
"Blanice_(Sazava)",""
"Blata",""
"Blsanka",""
"Bobruvka",""
"Branna",""
"Bystrice_(Cechy)",""
"Bystrice_(Morava)",""
"Cidlina",""
"Desna",""
"Divoka_Orlice",""
"Doubrava",""
